"Country"	"variable"	"value"	"Year"
"Seychelles"	"Healthcare cost of consequences of high BMI (US$ Million - purchasing power parity)"	10,1	"2025"
"Sierra Leone"	"Healthcare cost of consequences of high BMI (US$ Million - purchasing power parity)"	69,5	"2025"
"Singapore"	"Healthcare cost of consequences of high BMI (US$ Million - purchasing power parity)"	1520,8	"2025"
"Slovakia"	"Healthcare cost of consequences of high BMI (US$ Million - purchasing power parity)"	1546	"2025"
"Slovenia"	"Healthcare cost of consequences of high BMI (US$ Million - purchasing power parity)"	601,6	"2025"
"Solomon Islands"	"Healthcare cost of consequences of high BMI (US$ Million - purchasing power parity)"	4,8	"2025"
"South Africa"	"Healthcare cost of consequences of high BMI (US$ Million - purchasing power parity)"	8629,1	"2025"
"South Korea"	"Healthcare cost of consequences of high BMI (US$ Million - purchasing power parity)"	8190,9	"2025"
"Spain"	"Healthcare cost of consequences of high BMI (US$ Million - purchasing power parity)"	17915,4	"2025"
"Sri Lanka"	"Healthcare cost of consequences of high BMI (US$ Million - purchasing power parity)"	354,6	"2025"
"Sudan"	"Healthcare cost of consequences of high BMI (US$ Million - purchasing power parity)"	675,7	"2025"
"Suriname"	"Healthcare cost of consequences of high BMI (US$ Million - purchasing power parity)"	66,9	"2025"
"Swaziland"	"Healthcare cost of consequences of high BMI (US$ Million - purchasing power parity)"	70	"2025"
"Sweden"	"Healthcare cost of consequences of high BMI (US$ Million - purchasing power parity)"	6619,6	"2025"
"Switzerland"	"Healthcare cost of consequences of high BMI (US$ Million - purchasing power parity)"	6819,5	"2025"
"Tajikistan"	"Healthcare cost of consequences of high BMI (US$ Million - purchasing power parity)"	123,7	"2025"
"Tanzania"	"Healthcare cost of consequences of high BMI (US$ Million - purchasing power parity)"	303,8	"2025"
"Thailand"	"Healthcare cost of consequences of high BMI (US$ Million - purchasing power parity)"	2964,9	"2025"
"Timor-Leste"	"Healthcare cost of consequences of high BMI (US$ Million - purchasing power parity)"	2,6	"2025"
"Togo"	"Healthcare cost of consequences of high BMI (US$ Million - purchasing power parity)"	22,5	"2025"
"Tonga"	"Healthcare cost of consequences of high BMI (US$ Million - purchasing power parity)"	3,2	"2025"
"Trinidad and Tobago"	"Healthcare cost of consequences of high BMI (US$ Million - purchasing power parity)"	407,7	"2025"
"Tunisia"	"Healthcare cost of consequences of high BMI (US$ Million - purchasing power parity)"	1362,9	"2025"
"Turkey"	"Healthcare cost of consequences of high BMI (US$ Million - purchasing power parity)"	12761,2	"2025"
"Turkmenistan"	"Healthcare cost of consequences of high BMI (US$ Million - purchasing power parity)"	161,9	"2025"
"Uganda"	"Healthcare cost of consequences of high BMI (US$ Million - purchasing power parity)"	144,3	"2025"
"Ukraine"	"Healthcare cost of consequences of high BMI (US$ Million - purchasing power parity)"	2938,5	"2025"
"United Arab Emirates"	"Healthcare cost of consequences of high BMI (US$ Million - purchasing power parity)"	3001,1	"2025"
"United Kingdom"	"Healthcare cost of consequences of high BMI (US$ Million - purchasing power parity)"	30642,8	"2025"
"United States"	"Healthcare cost of consequences of high BMI (US$ Million - purchasing power parity)"	555776,7	"2025"
"Uruguay"	"Healthcare cost of consequences of high BMI (US$ Million - purchasing power parity)"	812,7	"2025"
"Uzbekistan"	"Healthcare cost of consequences of high BMI (US$ Million - purchasing power parity)"	1148	"2025"
"Vanuatu"	"Healthcare cost of consequences of high BMI (US$ Million - purchasing power parity)"	3,9	"2025"
"Viet Nam"	"Healthcare cost of consequences of high BMI (US$ Million - purchasing power parity)"	1330,6	"2025"
"Yemen, Rep."	"Healthcare cost of consequences of high BMI (US$ Million - purchasing power parity)"	296,4	"2025"
"Zambia"	"Healthcare cost of consequences of high BMI (US$ Million - purchasing power parity)"	116,7	"2025"
"Zimbabwe"	"Healthcare cost of consequences of high BMI (US$ Million - purchasing power parity)"	102	"2025"
"World"	"Healthcare cost of consequences of high BMI (US$ Million - purchasing power parity)"	1183917,9	"2025"
"Afghanistan"	"Healthcare cost of consequences of high BMI (US$ Million - purchasing power parity)"	1041	"2017-2025"
"Albania"	"Healthcare cost of consequences of high BMI (US$ Million - purchasing power parity)"	1328,1	"2017-2025"
"Algeria"	"Healthcare cost of consequences of high BMI (US$ Million - purchasing power parity)"	37023,7	"2017-2025"
"Angola"	"Healthcare cost of consequences of high BMI (US$ Million - purchasing power parity)"	2062,7	"2017-2025"
"Antigua and Barbuda"	"Healthcare cost of consequences of high BMI (US$ Million - purchasing power parity)"	125,4	"2017-2025"
"Argentina"	"Healthcare cost of consequences of high BMI (US$ Million - purchasing power parity)"	53125,4	"2017-2025"
"Armenia"	"Healthcare cost of consequences of high BMI (US$ Million - purchasing power parity)"	877,3	"2017-2025"
"Australia"	"Healthcare cost of consequences of high BMI (US$ Million - purchasing power parity)"	127161,7	"2017-2025"
"Austria"	"Healthcare cost of consequences of high BMI (US$ Million - purchasing power parity)"	38370,7	"2017-2025"
"Azerbaijan"	"Healthcare cost of consequences of high BMI (US$ Million - purchasing power parity)"	9975,3	"2017-2025"
"Bahamas, The"	"Healthcare cost of consequences of high BMI (US$ Million - purchasing power parity)"	809	"2017-2025"
"Bahrain"	"Healthcare cost of consequences of high BMI (US$ Million - purchasing power parity)"	3458,8	"2017-2025"
"Bangladesh"	"Healthcare cost of consequences of high BMI (US$ Million - purchasing power parity)"	3433	"2017-2025"
"Barbados"	"Healthcare cost of consequences of high BMI (US$ Million - purchasing power parity)"	348,8	"2017-2025"
"Belarus"	"Healthcare cost of consequences of high BMI (US$ Million - purchasing power parity)"	8955	"2017-2025"
"Belgium"	"Healthcare cost of consequences of high BMI (US$ Million - purchasing power parity)"	45721,6	"2017-2025"
"Belize"	"Healthcare cost of consequences of high BMI (US$ Million - purchasing power parity)"	167,8	"2017-2025"
"Benin"	"Healthcare cost of consequences of high BMI (US$ Million - purchasing power parity)"	318,6	"2017-2025"
"Bhutan"	"Healthcare cost of consequences of high BMI (US$ Million - purchasing power parity)"	78,1	"2017-2025"
"Bolivia"	"Healthcare cost of consequences of high BMI (US$ Million - purchasing power parity)"	3283,5	"2017-2025"
"Bosnia and Herzegovina"	"Healthcare cost of consequences of high BMI (US$ Million - purchasing power parity)"	3080,4	"2017-2025"
"Botswana"	"Healthcare cost of consequences of high BMI (US$ Million - purchasing power parity)"	1605,9	"2017-2025"
"Brazil"	"Healthcare cost of consequences of high BMI (US$ Million - purchasing power parity)"	251683,4	"2017-2025"
"Brunei Darussalam"	"Healthcare cost of consequences of high BMI (US$ Million - purchasing power parity)"	457,8	"2017-2025"
"Bulgaria"	"Healthcare cost of consequences of high BMI (US$ Million - purchasing power parity)"	8706,3	"2017-2025"
"Burkina Faso"	"Healthcare cost of consequences of high BMI (US$ Million - purchasing power parity)"	363,7	"2017-2025"
"Burundi"	"Healthcare cost of consequences of high BMI (US$ Million - purchasing power parity)"	89,6	"2017-2025"
"Cabo Verde"	"Healthcare cost of consequences of high BMI (US$ Million - purchasing power parity)"	90,7	"2017-2025"
"Cambodia"	"Healthcare cost of consequences of high BMI (US$ Million - purchasing power parity)"	640,3	"2017-2025"
"Cameroon"	"Healthcare cost of consequences of high BMI (US$ Million - purchasing power parity)"	1002,6	"2017-2025"
"Canada"	"Healthcare cost of consequences of high BMI (US$ Million - purchasing power parity)"	207693,2	"2017-2025"
"Central African Repuplic"	"Healthcare cost of consequences of high BMI (US$ Million - purchasing power parity)"	19,8	"2017-2025"
"Chad"	"Healthcare cost of consequences of high BMI (US$ Million - purchasing power parity)"	218,1	"2017-2025"
"Chile"	"Healthcare cost of consequences of high BMI (US$ Million - purchasing power parity)"	40520,7	"2017-2025"
"China"	"Healthcare cost of consequences of high BMI (US$ Million - purchasing power parity)"	604229,2	"2017-2025"
"Colombia"	"Healthcare cost of consequences of high BMI (US$ Million - purchasing power parity)"	42169,2	"2017-2025"
"Comoros"	"Healthcare cost of consequences of high BMI (US$ Million - purchasing power parity)"	25	"2017-2025"
"Congo, Rep."	"Healthcare cost of consequences of high BMI (US$ Million - purchasing power parity)"	577,8	"2017-2025"
"Costa Rica"	"Healthcare cost of consequences of high BMI (US$ Million - purchasing power parity)"	7731,1	"2017-2025"
"Cote d'Ivoire"	"Healthcare cost of consequences of high BMI (US$ Million - purchasing power parity)"	1472,6	"2017-2025"
"Croatia"	"Healthcare cost of consequences of high BMI (US$ Million - purchasing power parity)"	6407,8	"2017-2025"
"Cyprus"	"Healthcare cost of consequences of high BMI (US$ Million - purchasing power parity)"	2696,7	"2017-2025"
"Czech Republic"	"Healthcare cost of consequences of high BMI (US$ Million - purchasing power parity)"	21691,6	"2017-2025"
"Congo, Dem. Rep."	"Healthcare cost of consequences of high BMI (US$ Million - purchasing power parity)"	549,4	"2017-2025"
"Denmark"	"Healthcare cost of consequences of high BMI (US$ Million - purchasing power parity)"	24227,9	"2017-2025"
"Djibouti"	"Healthcare cost of consequences of high BMI (US$ Million - purchasing power parity)"	123,7	"2017-2025"
"Dominican Republic"	"Healthcare cost of consequences of high BMI (US$ Million - purchasing power parity)"	5450,3	"2017-2025"
"Ecuador"	"Healthcare cost of consequences of high BMI (US$ Million - purchasing power parity)"	12256,9	"2017-2025"
"Egypt, Arab Rep."	"Healthcare cost of consequences of high BMI (US$ Million - purchasing power parity)"	58023,5	"2017-2025"
"El Salvador"	"Healthcare cost of consequences of high BMI (US$ Million - purchasing power parity)"	2666,6	"2017-2025"
"Equatorial Guinea"	"Healthcare cost of consequences of high BMI (US$ Million - purchasing power parity)"	789,9	"2017-2025"
"Estonia"	"Healthcare cost of consequences of high BMI (US$ Million - purchasing power parity)"	2042,7	"2017-2025"
"Ethiopia"	"Healthcare cost of consequences of high BMI (US$ Million - purchasing power parity)"	1851,2	"2017-2025"
"Fiji"	"Healthcare cost of consequences of high BMI (US$ Million - purchasing power parity)"	304,6	"2017-2025"
"Finland"	"Healthcare cost of consequences of high BMI (US$ Million - purchasing power parity)"	18390,9	"2017-2025"
"France"	"Healthcare cost of consequences of high BMI (US$ Million - purchasing power parity)"	266362,7	"2017-2025"
"Gabon"	"Healthcare cost of consequences of high BMI (US$ Million - purchasing power parity)"	586,3	"2017-2025"
"Gambia, The"	"Healthcare cost of consequences of high BMI (US$ Million - purchasing power parity)"	87,1	"2017-2025"
"Georgia"	"Healthcare cost of consequences of high BMI (US$ Million - purchasing power parity)"	2434,4	"2017-2025"
"Germany"	"Healthcare cost of consequences of high BMI (US$ Million - purchasing power parity)"	390178,9	"2017-2025"
"Ghana"	"Healthcare cost of consequences of high BMI (US$ Million - purchasing power parity)"	2086,5	"2017-2025"
"Greece"	"Healthcare cost of consequences of high BMI (US$ Million - purchasing power parity)"	19459,3	"2017-2025"
"Grenada"	"Healthcare cost of consequences of high BMI (US$ Million - purchasing power parity)"	69,1	"2017-2025"
"Guatemala"	"Healthcare cost of consequences of high BMI (US$ Million - purchasing power parity)"	4877,1	"2017-2025"
"Guinea"	"Healthcare cost of consequences of high BMI (US$ Million - purchasing power parity)"	292,5	"2017-2025"
"Guinea-Bissau"	"Healthcare cost of consequences of high BMI (US$ Million - purchasing power parity)"	54,3	"2017-2025"
"Guyana"	"Healthcare cost of consequences of high BMI (US$ Million - purchasing power parity)"	260,6	"2017-2025"
"Haiti"	"Healthcare cost of consequences of high BMI (US$ Million - purchasing power parity)"	954,5	"2017-2025"
"Honduras"	"Healthcare cost of consequences of high BMI (US$ Million - purchasing power parity)"	2541,1	"2017-2025"
"Hungary"	"Healthcare cost of consequences of high BMI (US$ Million - purchasing power parity)"	14907	"2017-2025"
"Iceland"	"Healthcare cost of consequences of high BMI (US$ Million - purchasing power parity)"	919,8	"2017-2025"
"India"	"Healthcare cost of consequences of high BMI (US$ Million - purchasing power parity)"	89940,8	"2017-2025"
"Indonesia"	"Healthcare cost of consequences of high BMI (US$ Million - purchasing power parity)"	26993,8	"2017-2025"
"Iraq"	"Healthcare cost of consequences of high BMI (US$ Million - purchasing power parity)"	27453,7	"2017-2025"
"Ireland"	"Healthcare cost of consequences of high BMI (US$ Million - purchasing power parity)"	18748,1	"2017-2025"
"Israel"	"Healthcare cost of consequences of high BMI (US$ Million - purchasing power parity)"	18862,3	"2017-2025"
"Italy"	"Healthcare cost of consequences of high BMI (US$ Million - purchasing power parity)"	179820,2	"2017-2025"
"Jamaica"	"Healthcare cost of consequences of high BMI (US$ Million - purchasing power parity)"	1390,3	"2017-2025"
"Japan"	"Healthcare cost of consequences of high BMI (US$ Million - purchasing power parity)"	134070,3	"2017-2025"
"Jordan"	"Healthcare cost of consequences of high BMI (US$ Million - purchasing power parity)"	5328,6	"2017-2025"
"Kazakhstan"	"Healthcare cost of consequences of high BMI (US$ Million - purchasing power parity)"	18366,2	"2017-2025"
"Kenya"	"Healthcare cost of consequences of high BMI (US$ Million - purchasing power parity)"	2644,8	"2017-2025"
"Kiribati"	"Healthcare cost of consequences of high BMI (US$ Million - purchasing power parity)"	20,4	"2017-2025"
"Kuwait"	"Healthcare cost of consequences of high BMI (US$ Million - purchasing power parity)"	9827,7	"2017-2025"
"Kyrgyz Republic"	"Healthcare cost of consequences of high BMI (US$ Million - purchasing power parity)"	791,9	"2017-2025"
"Lao PDR"	"Healthcare cost of consequences of high BMI (US$ Million - purchasing power parity)"	82,2	"2017-2025"
"Latvia"	"Healthcare cost of consequences of high BMI (US$ Million - purchasing power parity)"	1690,4	"2017-2025"
"Lebanon"	"Healthcare cost of consequences of high BMI (US$ Million - purchasing power parity)"	5000,4	"2017-2025"
"Lesotho"	"Healthcare cost of consequences of high BMI (US$ Million - purchasing power parity)"	424,4	"2017-2025"
"Liberia"	"Healthcare cost of consequences of high BMI (US$ Million - purchasing power parity)"	170,8	"2017-2025"
"Lithuania"	"Healthcare cost of consequences of high BMI (US$ Million - purchasing power parity)"	5536,1	"2017-2025"
"Luxembourg"	"Healthcare cost of consequences of high BMI (US$ Million - purchasing power parity)"	3524,8	"2017-2025"
"Macedonia"	"Healthcare cost of consequences of high BMI (US$ Million - purchasing power parity)"	1242,9	"2017-2025"
"Madagascar"	"Healthcare cost of consequences of high BMI (US$ Million - purchasing power parity)"	168,1	"2017-2025"
"Malawi"	"Healthcare cost of consequences of high BMI (US$ Million - purchasing power parity)"	427,4	"2017-2025"
"Malaysia"	"Healthcare cost of consequences of high BMI (US$ Million - purchasing power parity)"	22026,7	"2017-2025"
"Maldives"	"Healthcare cost of consequences of high BMI (US$ Million - purchasing power parity)"	331,4	"2017-2025"
"Mali"	"Healthcare cost of consequences of high BMI (US$ Million - purchasing power parity)"	463,7	"2017-2025"
"Malta"	"Healthcare cost of consequences of high BMI (US$ Million - purchasing power parity)"	1559,3	"2017-2025"
"Mauritius"	"Healthcare cost of consequences of high BMI (US$ Million - purchasing power parity)"	1004,1	"2017-2025"
"Mexico"	"Healthcare cost of consequences of high BMI (US$ Million - purchasing power parity)"	152225,9	"2017-2025"
"Micronesia, Fed. Sts."	"Healthcare cost of consequences of high BMI (US$ Million - purchasing power parity)"	62,7	"2017-2025"
"Rep Moldova"	"Healthcare cost of consequences of high BMI (US$ Million - purchasing power parity)"	1651,9	"2017-2025"
"Mongolia"	"Healthcare cost of consequences of high BMI (US$ Million - purchasing power parity)"	1084,4	"2017-2025"
"Montenegro"	"Healthcare cost of consequences of high BMI (US$ Million - purchasing power parity)"	438,4	"2017-2025"
"Morocco"	"Healthcare cost of consequences of high BMI (US$ Million - purchasing power parity)"	13711,6	"2017-2025"
"Mozambique"	"Healthcare cost of consequences of high BMI (US$ Million - purchasing power parity)"	445,3	"2017-2025"
"Namibia"	"Healthcare cost of consequences of high BMI (US$ Million - purchasing power parity)"	1442,5	"2017-2025"
"Nepal"	"Healthcare cost of consequences of high BMI (US$ Million - purchasing power parity)"	923	"2017-2025"
"Netherlands"	"Healthcare cost of consequences of high BMI (US$ Million - purchasing power parity)"	79034,7	"2017-2025"
"New Zealand"	"Healthcare cost of consequences of high BMI (US$ Million - purchasing power parity)"	25544,5	"2017-2025"
"Nicaragua"	"Healthcare cost of consequences of high BMI (US$ Million - purchasing power parity)"	2143,8	"2017-2025"
"Niger"	"Healthcare cost of consequences of high BMI (US$ Million - purchasing power parity)"	185,2	"2017-2025"
"Nigeria"	"Healthcare cost of consequences of high BMI (US$ Million - purchasing power parity)"	8503	"2017-2025"
"Norway"	"Healthcare cost of consequences of high BMI (US$ Million - purchasing power parity)"	34356,3	"2017-2025"
"Oman"	"Healthcare cost of consequences of high BMI (US$ Million - purchasing power parity)"	5785,4	"2017-2025"
"Pakistan"	"Healthcare cost of consequences of high BMI (US$ Million - purchasing power parity)"	6320,3	"2017-2025"
"Panama"	"Healthcare cost of consequences of high BMI (US$ Million - purchasing power parity)"	7475,5	"2017-2025"
"Paraguay"	"Healthcare cost of consequences of high BMI (US$ Million - purchasing power parity)"	5342,4	"2017-2025"
"Peru"	"Healthcare cost of consequences of high BMI (US$ Million - purchasing power parity)"	18476	"2017-2025"
"Philippines"	"Healthcare cost of consequences of high BMI (US$ Million - purchasing power parity)"	10686,6	"2017-2025"
"Poland"	"Healthcare cost of consequences of high BMI (US$ Million - purchasing power parity)"	65169,2	"2017-2025"
"Portugal"	"Healthcare cost of consequences of high BMI (US$ Million - purchasing power parity)"	23423,9	"2017-2025"
"Qatar"	"Healthcare cost of consequences of high BMI (US$ Million - purchasing power parity)"	6859,9	"2017-2025"
"Romania"	"Healthcare cost of consequences of high BMI (US$ Million - purchasing power parity)"	20583,7	"2017-2025"
"Russian Federation"	"Healthcare cost of consequences of high BMI (US$ Million - purchasing power parity)"	296593,2	"2017-2025"
"Rwanda"	"Healthcare cost of consequences of high BMI (US$ Million - purchasing power parity)"	342,3	"2017-2025"
"St. Lucia"	"Healthcare cost of consequences of high BMI (US$ Million - purchasing power parity)"	152,8	"2017-2025"
"St. Vincent and the Grenadines"	"Healthcare cost of consequences of high BMI (US$ Million - purchasing power parity)"	98,5	"2017-2025"
"Samoa"	"Healthcare cost of consequences of high BMI (US$ Million - purchasing power parity)"	106,9	"2017-2025"
"Sao Tome and Principe"	"Healthcare cost of consequences of high BMI (US$ Million - purchasing power parity)"	23,6	"2017-2025"
"Saudi Arabia"	"Healthcare cost of consequences of high BMI (US$ Million - purchasing power parity)"	95788,3	"2017-2025"
"Senegal"	"Healthcare cost of consequences of high BMI (US$ Million - purchasing power parity)"	430,8	"2017-2025"
"Serbia"	"Healthcare cost of consequences of high BMI (US$ Million - purchasing power parity)"	9556,8	"2017-2025"
"Seychelles"	"Healthcare cost of consequences of high BMI (US$ Million - purchasing power parity)"	76	"2017-2025"
"Sierra Leone"	"Healthcare cost of consequences of high BMI (US$ Million - purchasing power parity)"	491	"2017-2025"
"Singapore"	"Healthcare cost of consequences of high BMI (US$ Million - purchasing power parity)"	11077,6	"2017-2025"
"Slovakia"	"Healthcare cost of consequences of high BMI (US$ Million - purchasing power parity)"	11620,9	"2017-2025"
"Slovenia"	"Healthcare cost of consequences of high BMI (US$ Million - purchasing power parity)"	4762,6	"2017-2025"
"Solomon Islands"	"Healthcare cost of consequences of high BMI (US$ Million - purchasing power parity)"	35,7	"2017-2025"
"South Africa"	"Healthcare cost of consequences of high BMI (US$ Million - purchasing power parity)"	63991,7	"2017-2025"
"South Korea"	"Healthcare cost of consequences of high BMI (US$ Million - purchasing power parity)"	59952,6	"2017-2025"
"Spain"	"Healthcare cost of consequences of high BMI (US$ Million - purchasing power parity)"	139074,4	"2017-2025"
"Sri Lanka"	"Healthcare cost of consequences of high BMI (US$ Million - purchasing power parity)"	2631,6	"2017-2025"
"Sudan"	"Healthcare cost of consequences of high BMI (US$ Million - purchasing power parity)"	4598,4	"2017-2025"
"Suriname"	"Healthcare cost of consequences of high BMI (US$ Million - purchasing power parity)"	505,5	"2017-2025"
"Swaziland"	"Healthcare cost of consequences of high BMI (US$ Million - purchasing power parity)"	499,3	"2017-2025"
"Sweden"	"Healthcare cost of consequences of high BMI (US$ Million - purchasing power parity)"	49320,8	"2017-2025"
"Switzerland"	"Healthcare cost of consequences of high BMI (US$ Million - purchasing power parity)"	51231,3	"2017-2025"
"Tajikistan"	"Healthcare cost of consequences of high BMI (US$ Million - purchasing power parity)"	885,4	"2017-2025"
"Tanzania"	"Healthcare cost of consequences of high BMI (US$ Million - purchasing power parity)"	2120,2	"2017-2025"
"Thailand"	"Healthcare cost of consequences of high BMI (US$ Million - purchasing power parity)"	21559,8	"2017-2025"
"Timor-Leste"	"Healthcare cost of consequences of high BMI (US$ Million - purchasing power parity)"	17,7	"2017-2025"
"Togo"	"Healthcare cost of consequences of high BMI (US$ Million - purchasing power parity)"	163,7	"2017-2025"
"Tonga"	"Healthcare cost of consequences of high BMI (US$ Million - purchasing power parity)"	27,5	"2017-2025"
"Trinidad and Tobago"	"Healthcare cost of consequences of high BMI (US$ Million - purchasing power parity)"	3046,7	"2017-2025"
"Tunisia"	"Healthcare cost of consequences of high BMI (US$ Million - purchasing power parity)"	9848	"2017-2025"
"Turkey"	"Healthcare cost of consequences of high BMI (US$ Million - purchasing power parity)"	93659,4	"2017-2025"
"Turkmenistan"	"Healthcare cost of consequences of high BMI (US$ Million - purchasing power parity)"	1230,2	"2017-2025"
"Uganda"	"Healthcare cost of consequences of high BMI (US$ Million - purchasing power parity)"	1014,5	"2017-2025"
"Ukraine"	"Healthcare cost of consequences of high BMI (US$ Million - purchasing power parity)"	23048,2	"2017-2025"
"United Arab Emirates"	"Healthcare cost of consequences of high BMI (US$ Million - purchasing power parity)"	24329,4	"2017-2025"
"United Kingdom"	"Healthcare cost of consequences of high BMI (US$ Million - purchasing power parity)"	237976,8	"2017-2025"
"United States"	"Healthcare cost of consequences of high BMI (US$ Million - purchasing power parity)"	4247073,1	"2017-2025"
"Uruguay"	"Healthcare cost of consequences of high BMI (US$ Million - purchasing power parity)"	6280,3	"2017-2025"
"Uzbekistan"	"Healthcare cost of consequences of high BMI (US$ Million - purchasing power parity)"	8139,9	"2017-2025"
"Vanuatu"	"Healthcare cost of consequences of high BMI (US$ Million - purchasing power parity)"	29,2	"2017-2025"
"Viet Nam"	"Healthcare cost of consequences of high BMI (US$ Million - purchasing power parity)"	9368,9	"2017-2025"
"Yemen, Rep."	"Healthcare cost of consequences of high BMI (US$ Million - purchasing power parity)"	2250	"2017-2025"
"Zambia"	"Healthcare cost of consequences of high BMI (US$ Million - purchasing power parity)"	858,7	"2017-2025"
"Zimbabwe"	"Healthcare cost of consequences of high BMI (US$ Million - purchasing power parity)"	758,8	"2017-2025"
"World"	"Healthcare cost of consequences of high BMI (US$ Million - purchasing power parity)"	8940024,5	"2017-2025"
"Afghanistan"	"Total Adult Population (thousands)"	13762	"2014"
"Albania"	"Total Adult Population (thousands)"	2074	"2014"
"Algeria"	"Total Adult Population (thousands)"	24837	"2014"
"Angola"	"Total Adult Population (thousands)"	10053	"2014"
"Antigua and Barbuda"	"Total Adult Population (thousands)"	58	"2014"
"Argentina"	"Total Adult Population (thousands)"	28652	"2014"
"Armenia"	"Total Adult Population (thousands)"	2250	"2014"
"Australia"	"Total Adult Population (thousands)"	17700	"2014"
"Austria"	"Total Adult Population (thousands)"	6830	"2014"
"Azerbaijan"	"Total Adult Population (thousands)"	6759	"2014"
"Bahamas, The"	"Total Adult Population (thousands)"	270	"2014"
"Bahrain"	"Total Adult Population (thousands)"	983	"2014"
"Bangladesh"	"Total Adult Population (thousands)"	95362	"2014"
"Barbados"	"Total Adult Population (thousands)"	210	"2014"
"Belarus"	"Total Adult Population (thousands)"	7537	"2014"
"Belgium"	"Total Adult Population (thousands)"	8702	"2014"
"Belize"	"Total Adult Population (thousands)"	196	"2014"
"Benin"	"Total Adult Population (thousands)"	4958	"2014"
"Bhutan"	"Total Adult Population (thousands)"	481	"2014"
"Bolivia"	"Total Adult Population (thousands)"	6019	"2014"
"Bosnia and Herzegovina"	"Total Adult Population (thousands)"	3071	"2014"
"Botswana"	"Total Adult Population (thousands)"	1286	"2014"
"Brazil"	"Total Adult Population (thousands)"	140278	"2014"
"Brunei Darussalam"	"Total Adult Population (thousands)"	283	"2014"
"Bulgaria"	"Total Adult Population (thousands)"	5868	"2014"
"Burkina Faso"	"Total Adult Population (thousands)"	7630	"2014"
"Burundi"	"Total Adult Population (thousands)"	4897	"2014"
"Cabo Verde"	"Total Adult Population (thousands)"	303	"2014"
"Cambodia"	"Total Adult Population (thousands)"	8845	"2014"
"Cameroon"	"Total Adult Population (thousands)"	10583	"2014"
"Canada"	"Total Adult Population (thousands)"	27724	"2014"
"Central African Republic"	"Total Adult Population (thousands)"	2387	"2014"
"Chad"	"Total Adult Population (thousands)"	5560	"2014"
"Chile"	"Total Adult Population (thousands)"	12792	"2014"
"China"	"Total Adult Population (thousands)"	1050959	"2014"
"Colombia"	"Total Adult Population (thousands)"	31888	"2014"
"Comoros"	"Total Adult Population (thousands)"	376	"2014"
"Congo, Rep."	"Total Adult Population (thousands)"	2133	"2014"
"Costa Rica"	"Total Adult Population (thousands)"	3276	"2014"
"Cote d'Ivoire"	"Total Adult Population (thousands)"	10246	"2014"
"Croatia"	"Total Adult Population (thousands)"	3375	"2014"
"Cuba"	"Total Adult Population (thousands)"	8793	"2014"
"Cyprus"	"Total Adult Population (thousands)"	882	"2014"
"Czech Republic"	"Total Adult Population (thousands)"	8504	"2014"
"Congo, Dem. Rep."	"Total Adult Population (thousands)"	32391	"2014"
"Denmark"	"Total Adult Population (thousands)"	4321	"2014"
"Djibouti"	"Total Adult Population (thousands)"	499	"2014"
"Dominican Republic"	"Total Adult Population (thousands)"	6286	"2014"
"Ecuador"	"Total Adult Population (thousands)"	9744	"2014"
"Egypt, Arab Rep."	"Total Adult Population (thousands)"	52214	"2014"
"El Salvador"	"Total Adult Population (thousands)"	3775	"2014"
"Equatorial Guinea"	"Total Adult Population (thousands)"	416	"2014"
"Eritrea"	"Total Adult Population (thousands)"	2413	"2014"
"Estonia"	"Total Adult Population (thousands)"	1048	"2014"
"Ethiopia"	"Total Adult Population (thousands)"	44751	"2014"
"Fiji"	"Total Adult Population (thousands)"	554	"2014"
"Finland"	"Total Adult Population (thousands)"	4274	"2014"
"France"	"Total Adult Population (thousands)"	48487	"2014"
"Gabon"	"Total Adult Population (thousands)"	885	"2014"
"Gambia, The"	"Total Adult Population (thousands)"	832	"2014"
"Georgia"	"Total Adult Population (thousands)"	3082	"2014"
"Germany"	"Total Adult Population (thousands)"	66103	"2014"
"Ghana"	"Total Adult Population (thousands)"	13632	"2014"
"Greece"	"Total Adult Population (thousands)"	8864	"2014"
"Grenada"	"Total Adult Population (thousands)"	67	"2014"
"Guatemala"	"Total Adult Population (thousands)"	8304	"2014"
"Guinea"	"Total Adult Population (thousands)"	5714	"2014"
"Guinea-Bissau"	"Total Adult Population (thousands)"	874	"2014"
"Guyana"	"Total Adult Population (thousands)"	441	"2014"
"Haiti"	"Total Adult Population (thousands)"	5847	"2014"
"Honduras"	"Total Adult Population (thousands)"	4472	"2014"
"Hungary"	"Total Adult Population (thousands)"	7936	"2014"
"Iceland"	"Total Adult Population (thousands)"	237	"2014"
"India"	"Total Adult Population (thousands)"	794303	"2014"
"Indonesia"	"Total Adult Population (thousands)"	160602	"2014"
"Iran, Islamic Rep."	"Total Adult Population (thousands)"	54066	"2014"
"Iraq"	"Total Adult Population (thousands)"	17044	"2014"
"Ireland"	"Total Adult Population (thousands)"	3399	"2014"
"Israel"	"Total Adult Population (thousands)"	5122	"2014"
"Italy"	"Total Adult Population (thousands)"	48735	"2014"
"Jamaica"	"Total Adult Population (thousands)"	1834	"2014"
"Japan"	"Total Adult Population (thousands)"	104397	"2014"
"Jordan"	"Total Adult Population (thousands)"	4019	"2014"
"Kazakhstan"	"Total Adult Population (thousands)"	11641	"2014"
"Kenya"	"Total Adult Population (thousands)"	21347	"2014"
"Kiribati"	"Total Adult Population (thousands)"	59	"2014"
